,weather_grid,fips,county,state
10108,12425,01107,Pickens,AL
5454,12426,01125,Tuscaloosa,AL
10103,12427,01125,Tuscaloosa,AL
10098,12428,01007,Bibb,AL
5448,12429,01117,Shelby,AL
10087,12430,01117,Shelby,AL
5446,12431,01121,Talladega,AL
10079,12432,01037,Coosa,AL
5444,12433,01027,Clay,AL
10076,12434,01111,Randolph,AL
5442,12435,01111,Randolph,AL
10063,12436,13285,Troup,GA
10053,12437,13285,Troup,GA
5437,12438,13199,Meriwether,GA
10040,12439,13231,Pike,GA
5435,12440,13171,Lamar,GA
10029,12441,13207,Monroe,GA
5428,12442,13169,Jones,GA
10022,12443,13009,Baldwin,GA
5426,12444,13141,Hancock,GA
10007,12445,13303,Washington,GA
5422,12446,13125,Glascock,GA
9996,12447,13163,Jefferson,GA
9982,12448,13033,Burke,GA
5415,12449,13033,Burke,GA
9974,12450,45011,Barnwell,SC
5414,12451,45011,Barnwell,SC
9960,12452,45009,Bamberg,SC
5410,12453,45029,Colleton,SC
9957,12454,45035,Dorchester,SC
5406,12455,45035,Dorchester,SC
9946,12456,45015,Berkeley,SC
9937,12457,45015,Berkeley,SC
5402,12458,45015,Berkeley,SC
9931,12459,45019,Charleston,SC
5401,12460,45043,Georgetown,SC
10530,12534,06111,Ventura,CA
10528,12535,06111,Ventura,CA
10527,12536,06083,Santa Barbara,CA
10526,12538,06037,Los Angeles,CA
10525,12539,06037,Los Angeles,CA
10523,12542,06059,Orange,CA
10521,12543,06073,San Diego,CA
10518,12544,06073,San Diego,CA
10516,12545,06073,San Diego,CA
10513,12546,06073,San Diego,CA
10511,12547,06073,San Diego,CA
10506,12548,06073,San Diego,CA
10502,12549,06025,Imperial,CA
10500,12550,06025,Imperial,CA
10497,12551,06025,Imperial,CA
10495,12552,06025,Imperial,CA
10492,12553,06025,Imperial,CA
10491,12554,04012,La Paz,AZ
10485,12555,04012,La Paz,AZ
10482,12556,04027,Yuma,AZ
10477,12557,04027,Yuma,AZ
10475,12558,04027,Yuma,AZ
10473,12559,04027,Yuma,AZ
10470,12560,04013,Maricopa,AZ
10469,12561,04013,Maricopa,AZ
10467,12562,04013,Maricopa,AZ
10466,12563,04013,Maricopa,AZ
10463,12564,04013,Maricopa,AZ
10461,12565,04013,Maricopa,AZ
10458,12566,04013,Maricopa,AZ
10455,12567,04021,Pinal,AZ
10450,12568,04021,Pinal,AZ
10447,12569,04007,Gila,AZ
10446,12570,04007,Gila,AZ
10444,12571,04009,Graham,AZ
10442,12572,04009,Graham,AZ
10439,12573,04009,Graham,AZ
10437,12574,04009,Graham,AZ
10433,12575,04011,Greenlee,AZ
10431,12576,04011,Greenlee,AZ
10425,12577,35003,Catron,NM
10424,12578,35003,Catron,NM
10423,12579,35003,Catron,NM
10420,12580,35003,Catron,NM
10417,12581,35051,Sierra,NM
10413,12582,35051,Sierra,NM
10411,12583,35051,Sierra,NM
10408,12584,35051,Sierra,NM
10406,12585,35051,Sierra,NM
10403,12586,35051,Sierra,NM
10399,12587,35051,Sierra,NM
10395,12588,35035,Otero,NM
10393,12589,35035,Otero,NM
10392,12590,35027,Lincoln,NM
10388,12591,35027,Lincoln,NM
10386,12592,35027,Lincoln,NM
10382,12593,35005,Chaves,NM
10381,12594,35005,Chaves,NM
10379,12595,35005,Chaves,NM
10378,12596,35005,Chaves,NM
10373,12597,35005,Chaves,NM
10372,12598,35025,Lea,NM
10370,12599,35025,Lea,NM
10367,12600,35025,Lea,NM
10365,12601,48501,Yoakum,TX
10362,12602,48501,Yoakum,TX
10358,12603,48445,Terry,TX
10354,12604,48445,Terry,TX
10350,12605,48305,Lynn,TX
10346,12606,48305,Lynn,TX
10342,12607,48169,Garza,TX
10336,12608,48169,Garza,TX
10332,12609,48263,Kent,TX
10329,12610,48263,Kent,TX
10325,12611,48433,Stonewall,TX
10323,12612,48433,Stonewall,TX
10316,12613,48207,Haskell,TX
10314,12614,48207,Haskell,TX
10310,12615,48447,Throckmorton,TX
10307,12616,48447,Throckmorton,TX
10300,12617,48503,Young,TX
10296,12618,48503,Young,TX
10291,12619,48237,Jack,TX
10286,12620,48237,Jack,TX
10285,12621,48497,Wise,TX
10279,12622,48497,Wise,TX
10276,12623,48121,Denton,TX
10272,12624,48121,Denton,TX
10270,12625,48121,Denton,TX
10265,12626,48085,Collin,TX
10261,12627,48085,Collin,TX
10257,12628,48147,Fannin,TX
10253,12629,48119,Delta,TX
10250,12630,48119,Delta,TX
10240,12631,48223,Hopkins,TX
10237,12632,48387,Red River,TX
10231,12633,48387,Red River,TX
10226,12634,48037,Bowie,TX
10222,12635,48037,Bowie,TX
10220,12636,48037,Bowie,TX
10211,12637,05091,Miller,AR
10207,12638,05073,Lafayette,AR
10206,12639,05027,Columbia,AR
10199,12640,05027,Columbia,AR
10194,12641,05103,Ouachita,AR
10190,12642,05139,Union,AR
10185,12643,05013,Calhoun,AR
10177,12644,05011,Bradley,AR
10174,12645,05003,Ashley,AR
10169,12646,05003,Ashley,AR
10166,12647,05017,Chicot,AR
10158,12648,28151,Washington,MS
10155,12649,28151,Washington,MS
10154,12650,28133,Sunflower,MS
10148,12651,28083,Leflore,MS
10146,12652,28015,Carroll,MS
10140,12653,28015,Carroll,MS
10135,12654,28097,Montgomery,MS
10130,12655,28019,Choctaw,MS
10126,12656,28019,Choctaw,MS
10118,12657,28105,Oktibbeha,MS
10114,12658,28087,Lowndes,MS
10112,12659,28087,Lowndes,MS
10107,12660,01107,Pickens,AL
10105,12661,01107,Pickens,AL
10101,12662,01125,Tuscaloosa,AL
10100,12663,01125,Tuscaloosa,AL
10093,12664,01073,Jefferson,AL
10092,12665,01073,Jefferson,AL
10085,12666,01117,Shelby,AL
10082,12667,01117,Shelby,AL
10071,12668,01121,Talladega,AL
10070,12669,01027,Clay,AL
10066,12670,01111,Randolph,AL
10059,12671,01111,Randolph,AL
10055,12672,13149,Heard,GA
10047,12673,13077,Coweta,GA
10045,12674,13077,Coweta,GA
10034,12675,13113,Fayette,GA
10030,12676,13151,Henry,GA
10020,12677,13035,Butts,GA
10017,12678,13159,Jasper,GA
10013,12679,13237,Putnam,GA
10005,12680,13141,Hancock,GA
10001,12681,13141,Hancock,GA
9993,12682,13301,Warren,GA
9986,12683,13189,McDuffie,GA
9979,12684,13245,Richmond,GA
9977,12685,45003,Aiken,SC
9968,12686,45003,Aiken,SC
9967,12687,45011,Barnwell,SC
9954,12688,45009,Bamberg,SC
9953,12689,45075,Orangeburg,SC
9951,12690,45075,Orangeburg,SC
9945,12691,45075,Orangeburg,SC
9938,12692,45015,Berkeley,SC
9935,12693,45015,Berkeley,SC
9933,12694,45043,Georgetown,SC
9928,12695,45043,Georgetown,SC
9927,12696,45043,Georgetown,SC
10535,12775,06037,Los Angeles,CA
5360,12776,06059,Orange,CA
10541,12777,06059,Orange,CA
700,12778,06059,Orange,CA
10546,12779,06065,Riverside,CA
10551,12780,06065,Riverside,CA
362,12781,06065,Riverside,CA
10554,12782,06065,Riverside,CA
65,12783,06065,Riverside,CA
10559,12784,06065,Riverside,CA
5361,12785,06065,Riverside,CA
10558,12786,06065,Riverside,CA
697,12787,06065,Riverside,CA
10562,12788,06065,Riverside,CA
10566,12789,06065,Riverside,CA
363,12790,06065,Riverside,CA
10571,12791,04012,La Paz,AZ
696,12792,04012,La Paz,AZ
10579,12793,04012,La Paz,AZ
5362,12794,04012,La Paz,AZ
10578,12795,04012,La Paz,AZ
695,12796,04013,Maricopa,AZ
10584,12797,04013,Maricopa,AZ
365,12798,04013,Maricopa,AZ
10589,12799,04013,Maricopa,AZ
10593,12800,04013,Maricopa,AZ
64,12801,04013,Maricopa,AZ
10599,12802,04013,Maricopa,AZ
5364,12803,04013,Maricopa,AZ
10604,12804,04007,Gila,AZ
694,12805,04007,Gila,AZ
10603,12806,04007,Gila,AZ
366,12807,04007,Gila,AZ
10610,12808,04007,Gila,AZ
10616,12809,04001,Apache,AZ
692,12810,04001,Apache,AZ
10626,12811,04011,Greenlee,AZ
5366,12812,04011,Greenlee,AZ
10631,12813,35003,Catron,NM
691,12814,35003,Catron,NM
10630,12815,35003,Catron,NM
367,12816,35003,Catron,NM
10634,12817,35003,Catron,NM
63,12818,35053,Socorro,NM
10638,12819,35053,Socorro,NM
10641,12820,35053,Socorro,NM
5367,12821,35053,Socorro,NM
10644,12822,35053,Socorro,NM
689,12823,35053,Socorro,NM
10652,12824,35027,Lincoln,NM
368,12825,35027,Lincoln,NM
10650,12826,35027,Lincoln,NM
688,12827,35027,Lincoln,NM
10655,12828,35027,Lincoln,NM
10661,12829,35005,Chaves,NM
5368,12830,35005,Chaves,NM
10667,12831,35005,Chaves,NM
687,12832,35005,Chaves,NM
10675,12833,35005,Chaves,NM
369,12834,35005,Chaves,NM
10674,12835,35041,Roosevelt,NM
61,12836,35041,Roosevelt,NM
10681,12837,48079,Cochran,TX
5369,12838,48079,Cochran,TX
10688,12839,48219,Hockley,TX
10696,12840,48219,Hockley,TX
686,12841,48303,Lubbock,TX
10703,12842,48303,Lubbock,TX
372,12843,48107,Crosby,TX
10718,12844,48107,Crosby,TX
685,12845,48125,Dickens,TX
10715,12846,48125,Dickens,TX
5371,12847,48269,King,TX
10724,12848,48269,King,TX
10731,12849,48275,Knox,TX
684,12850,48275,Knox,TX
10738,12851,48023,Baylor,TX
373,12852,48023,Baylor,TX
10753,12853,48009,Archer,TX
58,12854,48009,Archer,TX
10751,12855,48077,Clay,TX
5372,12856,48077,Clay,TX
10759,12857,48337,Montague,TX
683,12858,48337,Montague,TX
10768,12859,48097,Cooke,TX
10775,12860,48097,Cooke,TX
374,12861,48181,Grayson,TX
10783,12862,48181,Grayson,TX
681,12863,48181,Grayson,TX
10794,12864,48147,Fannin,TX
5374,12865,48147,Fannin,TX
10792,12866,48277,Lamar,TX
678,12867,48277,Lamar,TX
10801,12868,48387,Red River,TX
10805,12869,48387,Red River,TX
376,12870,48037,Bowie,TX
10813,12871,05081,Little River,AR
55,12872,05081,Little River,AR
10828,12873,05057,Hempstead,AR
5375,12874,05057,Hempstead,AR
10826,12875,05099,Nevada,AR
676,12876,05099,Nevada,AR
10839,12877,05103,Ouachita,AR
379,12878,05013,Calhoun,AR
10846,12879,05013,Calhoun,AR
10854,12880,05011,Bradley,AR
675,12881,05043,Drew,AR
10863,12882,05043,Drew,AR
5378,12883,05041,Desha,AR
10876,12884,28011,Bolivar,MS
671,12885,28011,Bolivar,MS
10873,12886,28133,Sunflower,MS
381,12887,28083,Leflore,MS
10885,12888,28083,Leflore,MS
10897,12889,28015,Carroll,MS
51,12890,28097,Montgomery,MS
10903,12891,28155,Webster,MS
5383,12892,28155,Webster,MS
10916,12893,28025,Clay,MS
667,12894,28025,Clay,MS
10912,12895,28087,Lowndes,MS
386,12896,01075,Lamar,AL
10924,12897,01057,Fayette,AL
663,12898,01057,Fayette,AL
10936,12899,01127,Walker,AL
10945,12900,01073,Jefferson,AL
5386,12901,01073,Jefferson,AL
10955,12902,01073,Jefferson,AL
662,12903,01115,St. Clair,AL
10968,12904,01121,Talladega,AL
390,12905,01015,Calhoun,AL
10966,12906,01029,Cleburne,AL
48,12907,01029,Cleburne,AL
10980,12908,13045,Carroll,GA
10992,12909,13045,Carroll,GA
5389,12910,13121,Fulton,GA
11005,12911,13063,Clayton,GA
658,12912,13247,Rockdale,GA
11027,12913,13217,Newton,GA
392,12914,13211,Morgan,GA
11026,12915,13211,Morgan,GA
652,12916,13133,Greene,GA
11036,12917,13265,Taliaferro,GA
5396,12918,13317,Wilkes,GA
11049,12919,13073,Columbia,GA
11064,12920,45037,Edgefield,SC
650,12921,45003,Aiken,SC
11071,12922,45003,Aiken,SC
397,12923,45003,Aiken,SC
11089,12924,45075,Orangeburg,SC
45,12925,45017,Calhoun,SC
11082,12926,45017,Calhoun,SC
5398,12927,45027,Clarendon,SC
11098,12928,45027,Clarendon,SC
11109,12929,45089,Williamsburg,SC
648,12930,45089,Williamsburg,SC
11117,12931,45043,Georgetown,SC
399,12932,45043,Georgetown,SC
11125,12933,45051,Horry,SC
10531,13004,06083,Santa Barbara,CA
10533,13005,06083,Santa Barbara,CA
10532,13006,06083,Santa Barbara,CA
10534,13011,06037,Los Angeles,CA
10539,13012,06037,Los Angeles,CA
10538,13013,06059,Orange,CA
10543,13014,06065,Riverside,CA
10542,13015,06065,Riverside,CA
10550,13016,06065,Riverside,CA
10549,13017,06065,Riverside,CA
10553,13018,06065,Riverside,CA
10552,13019,06065,Riverside,CA
10557,13020,06065,Riverside,CA
10556,13021,06065,Riverside,CA
10555,13022,06065,Riverside,CA
10561,13023,06065,Riverside,CA
10560,13024,06065,Riverside,CA
10565,13025,06065,Riverside,CA
10563,13026,06065,Riverside,CA
10569,13027,04012,La Paz,AZ
10567,13028,04012,La Paz,AZ
10576,13029,04012,La Paz,AZ
10575,13030,04012,La Paz,AZ
10573,13031,04012,La Paz,AZ
10582,13032,04013,Maricopa,AZ
10580,13033,04013,Maricopa,AZ
10587,13034,04013,Maricopa,AZ
10585,13035,04013,Maricopa,AZ
10591,13036,04013,Maricopa,AZ
10590,13037,04013,Maricopa,AZ
10597,13038,04013,Maricopa,AZ
10594,13039,04007,Gila,AZ
10602,13040,04007,Gila,AZ
10601,13041,04007,Gila,AZ
10600,13042,04007,Gila,AZ
10608,13043,04007,Gila,AZ
10606,13044,04007,Gila,AZ
10615,13045,04017,Navajo,AZ
10613,13046,04001,Apache,AZ
10622,13047,04001,Apache,AZ
10619,13048,04001,Apache,AZ
10629,13049,35003,Catron,NM
10628,13050,35003,Catron,NM
10627,13051,35003,Catron,NM
10633,13052,35003,Catron,NM
10632,13053,35003,Catron,NM
10637,13054,35053,Socorro,NM
10635,13055,35053,Socorro,NM
10640,13056,35053,Socorro,NM
10639,13057,35053,Socorro,NM
10643,13058,35053,Socorro,NM
10642,13059,35053,Socorro,NM
10648,13060,35053,Socorro,NM
10647,13061,35027,Lincoln,NM
10645,13062,35027,Lincoln,NM
10654,13063,35027,Lincoln,NM
10653,13064,35027,Lincoln,NM
10659,13065,35005,Chaves,NM
10657,13066,35005,Chaves,NM
10666,13067,35005,Chaves,NM
10664,13068,35005,Chaves,NM
10671,13069,35005,Chaves,NM
10670,13070,35041,Roosevelt,NM
10668,13071,35041,Roosevelt,NM
10679,13072,35041,Roosevelt,NM
10677,13073,48017,Bailey,TX
10687,13074,48017,Bailey,TX
10683,13075,48279,Lamb,TX
10694,13076,48279,Lamb,TX
10690,13077,48189,Hale,TX
10702,13078,48189,Hale,TX
10697,13079,48153,Floyd,TX
10711,13080,48153,Floyd,TX
10710,13081,48345,Motley,TX
10708,13082,48345,Motley,TX
10723,13083,48101,Cottle,TX
10721,13084,48101,Cottle,TX
10728,13085,48155,Foard,TX
10725,13086,48155,Foard,TX
10737,13087,48487,Wilbarger,TX
10733,13088,48487,Wilbarger,TX
10749,13089,48485,Wichita,TX
10745,13090,48485,Wichita,TX
10742,13091,48077,Clay,TX
10758,13092,48077,Clay,TX
10755,13093,48337,Montague,TX
10765,13094,48337,Montague,TX
10763,13095,40085,Love,OK
10774,13096,40085,Love,OK
10770,13097,48181,Grayson,TX
10782,13098,48181,Grayson,TX
10777,13099,40013,Bryan,OK
10790,13100,40013,Bryan,OK
10787,13101,40023,Choctaw,OK
10784,13102,48277,Lamar,TX
10800,13103,40023,Choctaw,OK
10795,13104,48387,Red River,TX
10804,13105,40089,McCurtain,OK
10802,13106,40089,McCurtain,OK
10810,13107,05081,Little River,AR
10809,13108,05133,Sevier,AR
10823,13109,05061,Howard,AR
10820,13110,05057,Hempstead,AR
10816,13111,05099,Nevada,AR
10836,13112,05019,Clark,AR
10833,13113,05039,Dallas,AR
10844,13114,05039,Dallas,AR
10842,13115,05025,Cleveland,AR
10852,13116,05025,Cleveland,AR
10850,13117,05079,Lincoln,AR
10861,13118,05079,Lincoln,AR
10857,13119,05041,Desha,AR
10871,13120,05041,Desha,AR
10867,13121,28011,Bolivar,MS
10866,13122,28133,Sunflower,MS
10884,13123,28135,Tallahatchie,MS
10880,13124,28135,Tallahatchie,MS
10892,13125,28043,Grenada,MS
10891,13126,28161,Yalobusha,MS
10901,13127,28013,Calhoun,MS
10900,13128,28017,Chickasaw,MS
10910,13129,28017,Chickasaw,MS
10907,13130,28095,Monroe,MS
10905,13131,28095,Monroe,MS
10921,13132,01075,Lamar,AL
10919,13133,01057,Fayette,AL
10931,13134,01057,Fayette,AL
10928,13135,01127,Walker,AL
10944,13136,01127,Walker,AL
10937,13137,01009,Blount,AL
10950,13138,01009,Blount,AL
10949,13139,01115,St. Clair,AL
10964,13140,01115,St. Clair,AL
10962,13141,01015,Calhoun,AL
10960,13142,01015,Calhoun,AL
10977,13143,01029,Cleburne,AL
10971,13144,13143,Haralson,GA
10987,13145,13223,Paulding,GA
10982,13146,13067,Cobb,GA
10997,13147,13121,Fulton,GA
10994,13148,13135,Gwinnett,GA
11019,13149,13135,Gwinnett,GA
11018,13150,13297,Walton,GA
11008,13151,13219,Oconee,GA
11033,13152,13221,Oglethorpe,GA
11031,13153,13317,Wilkes,GA
11045,13154,13317,Wilkes,GA
11042,13155,45065,McCormick,SC
11057,13156,45037,Edgefield,SC
11052,13157,45037,Edgefield,SC
11070,13158,45081,Saluda,SC
11065,13159,45063,Lexington,SC
11079,13160,45063,Lexington,SC
11078,13161,45079,Richland,SC
11075,13162,45079,Richland,SC
11096,13163,45085,Sumter,SC
11091,13164,45027,Clarendon,SC
11103,13165,45041,Florence,SC
11100,13166,45041,Florence,SC
11116,13167,45067,Marion,SC
11110,13168,45051,Horry,SC
11124,13169,45051,Horry,SC
11121,13170,45051,Horry,SC
11120,13171,37019,Brunswick,NC
11128,13172,37019,Brunswick,NC
11126,13173,37019,Brunswick,NC
11741,13239,06083,Santa Barbara,CA
11740,13240,06083,Santa Barbara,CA
11738,13241,06083,Santa Barbara,CA
11737,13242,06083,Santa Barbara,CA
11735,13243,06111,Ventura,CA
11734,13244,06111,Ventura,CA
11731,13245,06111,Ventura,CA
11728,13246,06037,Los Angeles,CA
11727,13247,06037,Los Angeles,CA
11724,13248,06037,Los Angeles,CA
11722,13249,06037,Los Angeles,CA
11720,13250,06071,San Bernardino,CA
11717,13251,06071,San Bernardino,CA
11714,13252,06071,San Bernardino,CA
11712,13253,06071,San Bernardino,CA
11709,13254,06071,San Bernardino,CA
11707,13255,06071,San Bernardino,CA
11704,13256,06071,San Bernardino,CA
11702,13257,06071,San Bernardino,CA
11700,13258,06071,San Bernardino,CA
11696,13259,06071,San Bernardino,CA
11694,13260,06071,San Bernardino,CA
11691,13261,06071,San Bernardino,CA
11689,13262,06071,San Bernardino,CA
11685,13263,06071,San Bernardino,CA
11683,13264,04012,La Paz,AZ
11678,13265,04012,La Paz,AZ
11676,13266,04012,La Paz,AZ
11674,13267,04012,La Paz,AZ
11668,13268,04025,Yavapai,AZ
11667,13269,04025,Yavapai,AZ
11665,13270,04025,Yavapai,AZ
11664,13271,04025,Yavapai,AZ
11662,13272,04025,Yavapai,AZ
11660,13273,04025,Yavapai,AZ
11657,13274,04025,Yavapai,AZ
11652,13275,04007,Gila,AZ
11648,13276,04007,Gila,AZ
11646,13277,04007,Gila,AZ
11645,13278,04017,Navajo,AZ
11640,13279,04017,Navajo,AZ
11638,13280,04017,Navajo,AZ
11635,13281,04017,Navajo,AZ
11633,13282,04001,Apache,AZ
11630,13283,04001,Apache,AZ
11628,13284,04001,Apache,AZ
11626,13285,35003,Catron,NM
11625,13286,35003,Catron,NM
11624,13287,35003,Catron,NM
11621,13288,35003,Catron,NM
11620,13289,35003,Catron,NM
11618,13290,35053,Socorro,NM
11616,13291,35053,Socorro,NM
11614,13292,35053,Socorro,NM
11613,13293,35053,Socorro,NM
11611,13294,35053,Socorro,NM
11610,13295,35053,Socorro,NM
11607,13296,35053,Socorro,NM
11606,13297,35027,Lincoln,NM
11604,13298,35027,Lincoln,NM
11599,13299,35027,Lincoln,NM
11598,13300,35027,Lincoln,NM
11595,13301,35027,Lincoln,NM
11592,13302,35011,De Baca,NM
11588,13303,35011,De Baca,NM
11586,13304,35011,De Baca,NM
11584,13305,35041,Roosevelt,NM
11581,13306,35041,Roosevelt,NM
11580,13307,35041,Roosevelt,NM
11574,13308,35041,Roosevelt,NM
11573,13309,48017,Bailey,TX
11570,13310,48017,Bailey,TX
11568,13311,48279,Lamb,TX
11565,13312,48279,Lamb,TX
11563,13313,48189,Hale,TX
11559,13314,48189,Hale,TX
11557,13315,48153,Floyd,TX
11552,13316,48153,Floyd,TX
11551,13317,48345,Motley,TX
11550,13318,48345,Motley,TX
11542,13319,48101,Cottle,TX
11541,13320,48101,Cottle,TX
11535,13321,48155,Foard,TX
11534,13322,48197,Hardeman,TX
11528,13323,48487,Wilbarger,TX
11525,13324,48487,Wilbarger,TX
11520,13325,48485,Wichita,TX
11516,13326,48485,Wichita,TX
11514,13327,40033,Cotton,OK
11506,13328,40067,Jefferson,OK
11504,13329,40067,Jefferson,OK
11499,13330,40067,Jefferson,OK
11497,13331,40019,Carter,OK
11493,13332,40019,Carter,OK
11489,13333,40095,Marshall,OK
11484,13334,40095,Marshall,OK
11481,13335,40013,Bryan,OK
11477,13336,40013,Bryan,OK
11473,13337,40023,Choctaw,OK
11471,13338,40023,Choctaw,OK
11466,13339,40023,Choctaw,OK
11464,13340,40089,McCurtain,OK
11460,13341,40089,McCurtain,OK
11459,13342,40089,McCurtain,OK
11455,13343,05133,Sevier,AR
11453,13344,05133,Sevier,AR
11447,13345,05061,Howard,AR
11445,13346,05109,Pike,AR
11441,13347,05019,Clark,AR
11430,13348,05019,Clark,AR
11429,13349,05059,Hot Spring,AR
11422,13350,05039,Dallas,AR
11421,13351,05053,Grant,AR
11415,13352,05069,Jefferson,AR
11412,13353,05069,Jefferson,AR
11405,13354,05079,Lincoln,AR
11399,13355,05001,Arkansas,AR
11391,13356,05001,Arkansas,AR
11388,13357,28011,Bolivar,MS
11386,13358,28027,Coahoma,MS
11376,13359,28119,Quitman,MS
11375,13360,28135,Tallahatchie,MS
11369,13361,28161,Yalobusha,MS
11366,13362,28161,Yalobusha,MS
11361,13363,28013,Calhoun,MS
11357,13364,28115,Pontotoc,MS
11352,13365,28115,Pontotoc,MS
11350,13366,28081,Lee,MS
11346,13367,28057,Itawamba,MS
11336,13368,01093,Marion,AL
11334,13369,01093,Marion,AL
11329,13370,01133,Winston,AL
11328,13371,01133,Winston,AL
11323,13372,01133,Winston,AL
11322,13373,01043,Cullman,AL
11317,13374,01043,Cullman,AL
11312,13375,01009,Blount,AL
11305,13376,01055,Etowah,AL
11302,13377,01055,Etowah,AL
11300,13378,01019,Cherokee,AL
11291,13379,13115,Floyd,GA
11289,13380,13115,Floyd,GA
11280,13381,13015,Bartow,GA
11279,13382,13057,Cherokee,GA
11273,13383,13057,Cherokee,GA
11269,13384,13117,Forsyth,GA
11260,13385,13139,Hall,GA
11254,13386,13157,Jackson,GA
11249,13387,13195,Madison,GA
11233,13388,13195,Madison,GA
11230,13389,13105,Elbert,GA
11224,13390,45001,Abbeville,SC
11220,13391,45001,Abbeville,SC
11210,13392,45047,Greenwood,SC
11208,13393,45081,Saluda,SC
11201,13394,45081,Saluda,SC
11194,13395,45063,Lexington,SC
11189,13396,45079,Richland,SC
11186,13397,45079,Richland,SC
11182,13398,45055,Kershaw,SC
11177,13399,45061,Lee,SC
11174,13400,45061,Lee,SC
11166,13401,45041,Florence,SC
11162,13402,45041,Florence,SC
11157,13403,45067,Marion,SC
11153,13404,45051,Horry,SC
11148,13405,45051,Horry,SC
11147,13406,37047,Columbus,NC
11143,13407,37019,Brunswick,NC
11135,13408,37019,Brunswick,NC
11134,13409,37129,New Hanover,NC
5358,13475,06083,Santa Barbara,CA
11739,13476,06083,Santa Barbara,CA
11736,13477,06083,Santa Barbara,CA
5357,13478,06083,Santa Barbara,CA
11732,13479,06111,Ventura,CA
5356,13480,06111,Ventura,CA
11726,13481,06111,Ventura,CA
5354,13482,06037,Los Angeles,CA
11725,13483,06037,Los Angeles,CA
5353,13484,06037,Los Angeles,CA
11721,13485,06037,Los Angeles,CA
5352,13486,06071,San Bernardino,CA
11715,13487,06071,San Bernardino,CA
11710,13488,06071,San Bernardino,CA
5350,13489,06071,San Bernardino,CA
11705,13490,06071,San Bernardino,CA
5349,13491,06071,San Bernardino,CA
11698,13492,06071,San Bernardino,CA
5348,13493,06071,San Bernardino,CA
11697,13494,06071,San Bernardino,CA
5347,13495,06071,San Bernardino,CA
11692,13496,06071,San Bernardino,CA
11687,13497,06071,San Bernardino,CA
5346,13498,06071,San Bernardino,CA
11680,13499,06071,San Bernardino,CA
5345,13500,04015,Mohave,AZ
11673,13501,04015,Mohave,AZ
5342,13502,04015,Mohave,AZ
11671,13503,04015,Mohave,AZ
5340,13504,04025,Yavapai,AZ
11666,13505,04025,Yavapai,AZ
5339,13506,04025,Yavapai,AZ
11663,13507,04025,Yavapai,AZ
11658,13508,04025,Yavapai,AZ
5338,13509,04025,Yavapai,AZ
11651,13510,04025,Yavapai,AZ
5336,13511,04007,Gila,AZ
11642,13512,04007,Gila,AZ
5334,13513,04005,Coconino,AZ
11641,13514,04017,Navajo,AZ
5332,13515,04017,Navajo,AZ
11636,13516,04017,Navajo,AZ
11632,13517,04017,Navajo,AZ
5331,13518,04001,Apache,AZ
11627,13519,04001,Apache,AZ
5329,13520,04001,Apache,AZ
11623,13521,35003,Catron,NM
5328,13522,35003,Catron,NM
11622,13523,35003,Catron,NM
5327,13524,35003,Catron,NM
11619,13525,35003,Catron,NM
5326,13526,35053,Socorro,NM
11615,13527,35053,Socorro,NM
11612,13528,35053,Socorro,NM
5324,13529,35053,Socorro,NM
11608,13530,35053,Socorro,NM
5321,13531,35057,Torrance,NM
11602,13532,35057,Torrance,NM
5318,13533,35057,Torrance,NM
11600,13534,35057,Torrance,NM
5316,13535,35057,Torrance,NM
11596,13536,35019,Guadalupe,NM
11589,13537,35011,De Baca,NM
5314,13538,35011,De Baca,NM
11585,13539,35011,De Baca,NM
5313,13540,35011,De Baca,NM
11579,13541,35041,Roosevelt,NM
5311,13542,35009,Curry,NM
11576,13543,35009,Curry,NM
5308,13544,35009,Curry,NM
11571,13545,48369,Parmer,TX
5304,13546,48369,Parmer,TX
11566,13547,48069,Castro,TX
11560,13548,48069,Castro,TX
5302,13549,48437,Swisher,TX
11556,13550,48437,Swisher,TX
5299,13551,48045,Briscoe,TX
11547,13552,48045,Briscoe,TX
5296,13553,48191,Hall,TX
11545,13554,48191,Hall,TX
5293,13555,48075,Childress,TX
11539,13556,48075,Childress,TX
11530,13557,48197,Hardeman,TX
5290,13558,48197,Hardeman,TX
11523,13559,48487,Wilbarger,TX
5287,13560,40141,Tillman,OK
11511,13561,40141,Tillman,OK
5283,13562,40141,Tillman,OK
11510,13563,40033,Cotton,OK
5281,13564,40137,Stephens,OK
11503,13565,40137,Stephens,OK
5278,13566,40137,Stephens,OK
11496,13567,40019,Carter,OK
11487,13568,40099,Murray,OK
5275,13569,40069,Johnston,OK
11480,13570,40069,Johnston,OK
5271,13571,40005,Atoka,OK
11470,13572,40005,Atoka,OK
5268,13573,40005,Atoka,OK
11468,13574,40127,Pushmataha,OK
5267,13575,40127,Pushmataha,OK
11462,13576,40127,Pushmataha,OK
11458,13577,40089,McCurtain,OK
5266,13578,40089,McCurtain,OK
11451,13579,05113,Polk,AR
5265,13580,05113,Polk,AR
11439,13581,05097,Montgomery,AR
5263,13582,05097,Montgomery,AR
11435,13583,05051,Garland,AR
5260,13584,05059,Hot Spring,AR
11426,13585,05059,Hot Spring,AR
5255,13586,05053,Grant,AR
11417,13587,05053,Grant,AR
11407,13588,05069,Jefferson,AR
5254,13589,05069,Jefferson,AR
