state_long,state,cdl,cdl_a,cdl_b,name,name_a,name_b,bloom_begin_a,bloom_end_a,plant_begin_a,plant_begin_active_a,plant_end_active_a,plant_end_a,harvest_begin_a,harvest_begin_active_a,harvest_end_active_a,harvest_end_a,bloom_begin_b,bloom_end_b,plant_begin_b,plant_begin_active_b,plant_end_active_b,plant_end_b,harvest_begin_b,harvest_begin_active_b,harvest_end_active_b,harvest_end_b
Idaho,ID,235,21,4,Barley/Sorghum,Barley,Sorghum,,,24-Mar,7-Apr,5-May,26-May,28-Jul,11-Aug,8-Sep,29-Sep,,,28-Jul,11-Aug,8-Sep,29-Sep,29-Sep,20-Oct,10-Nov,24-Nov
Illinois,IL,235,21,4,Barley/Sorghum,Barley,Sorghum,,,28-Sep,5-Oct,29-Oct,9-Nov,15-Jun,19-Jun,11-Jul,19-Jul,,,15-Jun,19-Jun,11-Jul,19-Jul,18-Sep,30-Sep,8-Nov,20-Nov
Indiana,IN,235,21,4,Barley/Sorghum,Barley,Sorghum,,,25-Sep,1-Oct,1-Nov,5-Nov,15-Jun,25-Jun,15-Jul,25-Jul,,,15-Jun,25-Jun,15-Jul,25-Jul,15-Sep,1-Oct,10-Nov,25-Nov
Iowa,IA,235,21,4,Barley/Sorghum,Barley,Sorghum,,,6-Sep,26-Sep,15-Oct,30-Oct,24-Jun,6-Jul,22-Jul,7-Aug,,,24-Jun,6-Jul,22-Jul,7-Aug,21-Sep,5-Oct,9-Nov,21-Nov
Kansas,KS,235,21,4,Barley/Sorghum,Barley,Sorghum,,,15-Sep,1-Oct,15-Oct,1-Nov,20-Jun,15-Jun,28-Jun,5-Jul,,,20-Jun,15-Jun,28-Jun,5-Jul,10-Sep,25-Sep,10-Nov,25-Nov
Kentucky,KY,235,21,4,Barley/Sorghum,Barley,Sorghum,,,27-Sep,6-Oct,12-Nov,21-Nov,10-Jun,15-Jun,4-Jul,10-Jul,,,10-Jun,15-Jun,4-Jul,10-Jul,1-Sep,9-Sep,24-Oct,10-Nov
Louisana,LA,235,21,4,Barley/Sorghum,Barley,Sorghum,,,16-Oct,27-Oct,1-Dec,7-Dec,14-May,21-May,7-Jun,14-Jun,,,14-May,21-May,7-Jun,14-Jun,7-Aug,16-Aug,10-Sep,24-Sep
Maine,ME,235,21,4,Barley/Sorghum,Barley,Sorghum,,,4-May,9-May,30-May,6-Jun,9-Aug,18-Aug,18-Sep,30-Sep,,,9-Aug,18-Aug,18-Sep,30-Sep,5-Sep,14-Sep,16-Oct,26-Oct
Maryland,MD,235,21,4,Barley/Sorghum,Barley,Sorghum,,,17-Sep,1-Oct,21-Oct,7-Nov,12-Jun,16-Jun,28-Jun,8-Jul,,,12-Jun,16-Jun,28-Jun,8-Jul,9-Sep,22-Sep,22-Oct,17-Nov
Massachusetts,MA,235,21,4,Barley/Sorghum,Barley,Sorghum,,,1-Apr,7-Apr,29-Apr,29-May,1-Aug,7-Aug,27-Aug,12-Sep,,,1-Aug,7-Aug,27-Aug,12-Sep,5-Sep,14-Sep,16-Oct,26-Oct
Michigan,MI,235,21,4,Barley/Sorghum,Barley,Sorghum,,,10-Apr,13-Apr,20-May,27-May,26-Jul,3-Aug,19-Aug,31-Aug,,,26-Jul,3-Aug,19-Aug,31-Aug,5-Sep,10-Oct,25-Nov,10-Dec
Minnesota,MN,235,21,4,Barley/Sorghum,Barley,Sorghum,,,15-Apr,23-Apr,25-May,3-Jun,26-Jul,1-Aug,3-Sep,18-Sep,,,26-Jul,1-Aug,3-Sep,18-Sep,27-Sep,8-Oct,8-Nov,23-Nov
Mississippi,MS,235,21,4,Barley/Sorghum,Barley,Sorghum,,,26-Sep,10-Oct,18-Nov,30-Nov,28-May,2-Jun,21-Jun,1-Jul,,,28-May,2-Jun,21-Jun,1-Jul,19-Aug,29-Aug,27-Sep,8-Oct
Missouri,MO,235,21,4,Barley/Sorghum,Barley,Sorghum,,,24-Sep,4-Oct,10-Nov,27-Nov,11-Jun,16-Jun,10-Jul,18-Jul,,,11-Jun,16-Jun,10-Jul,18-Jul,29-Aug,8-Sep,3-Nov,22-Dec
Montana,MT,235,21,4,Barley/Sorghum,Barley,Sorghum,,,3-Apr,13-Apr,11-May,20-May,27-Jul,3-Aug,2-Sep,10-Sep,,,27-Jul,3-Aug,2-Sep,10-Sep,6-Sep,16-Sep,7-Nov,22-Nov
Nebraska,NE,235,21,4,Barley/Sorghum,Barley,Sorghum,,,3-Sep,9-Sep,2-Oct,12-Oct,28-Jun,3-Jul,21-Jul,27-Jul,,,28-Jun,3-Jul,21-Jul,27-Jul,26-Sep,8-Oct,8-Nov,17-Nov
Nevada,NV,235,21,4,Barley/Sorghum,Barley,Sorghum,,,5-Sep,15-Sep,10-Oct,20-Oct,15-Jul,20-Jul,20-Aug,25-Aug,,,15-Jul,20-Jul,20-Aug,25-Aug,25-Sep,10-Oct,30-Oct,10-Dec
New Hampshire,NH,235,21,4,Barley/Sorghum,Barley,Sorghum,,,1-Apr,7-Apr,29-Apr,29-May,1-Aug,7-Aug,27-Aug,12-Sep,,,1-Aug,7-Aug,27-Aug,12-Sep,5-Sep,14-Sep,16-Oct,26-Oct
New Jersey,NJ,235,21,4,Barley/Sorghum,Barley,Sorghum,,,30-Sep,5-Oct,20-Oct,1-Nov,25-Jun,1-Jul,10-Jul,15-Jul,,,25-Jun,1-Jul,10-Jul,15-Jul,25-Sep,10-Oct,1-Nov,15-Nov
New Mexico,NM,235,21,4,Barley/Sorghum,Barley,Sorghum,,,25-Aug,10-Sep,24-Sep,15-Oct,15-Jun,20-Jun,10-Jul,15-Jul,,,15-Jun,20-Jun,10-Jul,15-Jul,15-Oct,20-Oct,15-Nov,15-Dec
New York,NY,235,21,4,Barley/Sorghum,Barley,Sorghum,,,1-Apr,7-Apr,29-Apr,29-May,1-Aug,7-Aug,27-Aug,12-Sep,,,1-Aug,7-Aug,27-Aug,12-Sep,7-Oct,14-Oct,14-Nov,25-Nov
North Carolina,NC,235,21,4,Barley/Sorghum,Barley,Sorghum,,,25-Sep,15-Oct,10-Nov,1-Dec,25-May,10-Jun,30-Jun,25-Jul,,,25-May,10-Jun,30-Jun,25-Jul,25-Aug,10-Sep,10-Oct,1-Nov
North Dakota,ND,235,21,4,Barley/Sorghum,Barley,Sorghum,,,19-Apr,26-Apr,25-May,3-Jun,28-Jul,4-Aug,3-Sep,16-Sep,,,28-Jul,4-Aug,3-Sep,16-Sep,28-Sep,8-Oct,19-Nov,6-Dec
Ohio,OH,235,21,4,Barley/Sorghum,Barley,Sorghum,,,26-Sep,2-Oct,25-Oct,6-Nov,28-Jun,2-Jul,17-Jul,20-Jul,,,28-Jun,2-Jul,17-Jul,20-Jul,27-Sep,11-Oct,20-Nov,1-Dec
Oklahoma,OK,235,21,4,Barley/Sorghum,Barley,Sorghum,,,3-Sep,15-Sep,22-Oct,6-Nov,1-Jun,6-Jun,27-Jun,3-Jul,,,1-Jun,6-Jun,27-Jun,3-Jul,9-Sep,26-Sep,21-Nov,2-Dec
Oregon,OR,235,21,4,Barley/Sorghum,Barley,Sorghum,,,1-Mar,30-Mar,15-May,25-May,10-Jul,21-Jul,1-Sep,8-Sep,,,10-Jul,21-Jul,1-Sep,8-Sep,10-Oct,20-Oct,20-Nov,5-Dec
Pennsylvannia,PA,235,21,4,Barley/Sorghum,Barley,Sorghum,,,25-Aug,15-Sep,15-Oct,25-Oct,20-Jun,25-Jun,20-Jul,10-Aug,,,20-Jun,25-Jun,20-Jul,10-Aug,25-Sep,15-Oct,20-Nov,10-Dec
Rhode Island,RI,235,21,4,Barley/Sorghum,Barley,Sorghum,,,1-Apr,7-Apr,29-Apr,29-May,1-Aug,7-Aug,27-Aug,12-Sep,,,1-Aug,7-Aug,27-Aug,12-Sep,5-Sep,14-Sep,16-Oct,26-Oct
South Carolina,SC,235,21,4,Barley/Sorghum,Barley,Sorghum,,,25-Sep,11-Nov,15-Dec,31-Dec,26-May,6-Jun,25-Jun,1-Jul,,,26-May,6-Jun,25-Jun,1-Jul,25-Jul,20-Aug,25-Sep,10-Oct
South Dakota,SD,235,21,4,Barley/Sorghum,Barley,Sorghum,,,6-Apr,14-Apr,17-May,24-May,20-Jul,27-Jul,19-Aug,27-Aug,,,20-Jul,27-Jul,19-Aug,27-Aug,21-Sep,1-Oct,6-Nov,17-Nov
Tennessee,TN,235,21,4,Barley/Sorghum,Barley,Sorghum,,,25-Sep,10-Oct,20-Nov,30-Nov,5-Jun,10-Jun,30-Jun,5-Jul,,,5-Jun,10-Jun,30-Jun,5-Jul,25-Aug,1-Aug,10-Oct,30-Oct
Texas,TX,235,21,4,Barley/Sorghum,Barley,Sorghum,,,4-Sep,12-Sep,3-Nov,23-Nov,25-May,1-Jun,2-Jul,12-Jul,,,25-May,1-Jun,2-Jul,12-Jul,25-Jun,8-Jul,16-Nov,6-Dec
Utah,UT,235,21,4,Barley/Sorghum,Barley,Sorghum,,,20-Mar,1-Apr,20-Apr,10-May,15-Jul,25-Jul,15-Aug,1-Sep,,,15-Jul,25-Jul,15-Aug,1-Sep,25-Sep,10-Oct,30-Oct,10-Dec
Vermont,VT,235,21,4,Barley/Sorghum,Barley,Sorghum,,,1-Apr,7-Apr,29-Apr,29-May,1-Aug,7-Aug,27-Aug,12-Sep,,,1-Aug,7-Aug,27-Aug,12-Sep,5-Sep,14-Sep,16-Oct,26-Oct
Virginia,VA,235,21,4,Barley/Sorghum,Barley,Sorghum,,,18-Sep,26-Sep,29-Oct,8-Nov,28-May,6-Jun,25-Jun,1-Jul,,,28-May,6-Jun,25-Jun,1-Jul,31-Aug,6-Sep,28-Oct,9-Nov
Washington,WA,235,21,4,Barley/Sorghum,Barley,Sorghum,,,20-Mar,30-Mar,5-May,10-May,25-Jul,1-Aug,30-Aug,5-Sep,,,25-Jul,1-Aug,30-Aug,5-Sep,25-Sep,5-Oct,15-Nov,25-Nov
West Virginia,WV,235,21,4,Barley/Sorghum,Barley,Sorghum,,,5-Sep,15-Sep,5-Nov,10-Nov,10-Jun,25-Jun,25-Jul,5-Aug,,,10-Jun,25-Jun,25-Jul,5-Aug,15-Sep,30-Sep,20-Nov,1-Dec
Wisconsin,WI,235,21,4,Barley/Sorghum,Barley,Sorghum,,,5-Apr,10-Apr,20-Apr,30-Apr,1-Aug,5-Aug,15-Aug,20-Aug,,,1-Aug,5-Aug,15-Aug,20-Aug,2-Oct,14-Oct,17-Nov,28-Nov
Wyoming,WY,235,21,4,Barley/Sorghum,Barley,Sorghum,,,18-Mar,26-Mar,2-May,2-Jun,24-Jul,5-Aug,26-Aug,17-Sep,,,24-Jul,5-Aug,26-Aug,17-Sep,5-Oct,18-Oct,24-Nov,10-Dec
Alabama,AL,236,24,4,Winter Wheat/Sorghum,Winter Wheat,Sorghum,,,2-Oct,21-Oct,21-Nov,12-Dec,1-May,25-May,25-Jun,1-Jul,,,1-May,25-May,25-Jun,1-Jul,2-Aug,11-Aug,20-Sep,15-Oct
Arizona,AZ,236,24,4,Winter Wheat/Sorghum,Winter Wheat,Sorghum,,,10-Nov,1-Dec,30-Dec,1-Feb,15-May,30-May,15-Jun,1-Jul,,,15-May,30-May,15-Jun,1-Jul,1-Sep,1-Oct,1-Nov,1-Dec
Arkansas,AR,236,24,4,Winter Wheat/Sorghum,Winter Wheat,Sorghum,,,3-Oct,13-Oct,20-Nov,1-Dec,1-Jun,6-Jun,25-Jun,2-Jul,,,1-Jun,6-Jun,25-Jun,2-Jul,22-Aug,27-Aug,3-Oct,16-Oct
California,CA,236,24,4,Winter Wheat/Sorghum,Winter Wheat,Sorghum,,,25-Sep,20-Oct,1-Jan,1-Feb,20-May,1-Jun,5-Jul,15-Jul,,,20-May,1-Jun,5-Jul,15-Jul,1-Sep,1-Oct,1-Nov,15-Nov
Colorado,CO,236,24,4,Winter Wheat/Sorghum,Winter Wheat,Sorghum,,,1-Sep,11-Sep,2-Oct,11-Oct,27-Jun,2-Jul,21-Jul,29-Jul,,,27-Jun,2-Jul,21-Jul,29-Jul,29-Sep,11-Oct,18-Nov,29-Nov
Connecticut,CT,236,24,4,Winter Wheat/Sorghum,Winter Wheat,Sorghum,,,,,,,,,,,,,,,,,5-Sep,14-Sep,16-Oct,26-Oct
Delaware,DE,236,24,4,Winter Wheat/Sorghum,Winter Wheat,Sorghum,,,8-Oct,19-Oct,8-Nov,21-Nov,22-Jun,26-Jun,8-Jul,17-Jul,,,22-Jun,26-Jun,8-Jul,17-Jul,10-Sep,20-Sep,15-Oct,5-Nov
Florida,FL,236,24,4,Winter Wheat/Sorghum,Winter Wheat,Sorghum,,,15-Oct,15-Nov,15-Dec,30-Dec,1-May,15-May,31-May,15-Jun,,,1-May,15-May,31-May,15-Jun,15-Jul,1-Aug,10-Sep,1-Oct
Georgia,GA,236,24,4,Winter Wheat/Sorghum,Winter Wheat,Sorghum,,,12-Oct,3-Nov,15-Dec,22-Dec,24-May,30-May,18-Jun,27-Jun,,,24-May,30-May,18-Jun,27-Jun,21-Aug,4-Sep,19-Nov,9-Dec
Idaho,ID,236,24,4,Winter Wheat/Sorghum,Winter Wheat,Sorghum,,,8-Sep,22-Sep,13-Oct,3-Nov,23-Jul,4-Aug,25-Aug,14-Sep,,,23-Jul,4-Aug,25-Aug,14-Sep,29-Sep,20-Oct,10-Nov,24-Nov
Illinois,IL,236,24,4,Winter Wheat/Sorghum,Winter Wheat,Sorghum,,,28-Sep,5-Oct,29-Oct,9-Nov,15-Jun,19-Jun,11-Jul,19-Jul,,,15-Jun,19-Jun,11-Jul,19-Jul,18-Sep,30-Sep,8-Nov,20-Nov
Indiana,IN,236,24,4,Winter Wheat/Sorghum,Winter Wheat,Sorghum,,,25-Sep,1-Oct,1-Nov,5-Nov,15-Jun,25-Jun,15-Jul,25-Jul,,,15-Jun,25-Jun,15-Jul,25-Jul,15-Sep,1-Oct,10-Nov,25-Nov
Iowa,IA,236,24,4,Winter Wheat/Sorghum,Winter Wheat,Sorghum,,,6-Sep,26-Sep,15-Oct,30-Oct,24-Jun,6-Jul,22-Jul,7-Aug,,,24-Jun,6-Jul,22-Jul,7-Aug,21-Sep,5-Oct,9-Nov,21-Nov
Kansas,KS,236,24,4,Winter Wheat/Sorghum,Winter Wheat,Sorghum,,,10-Sep,15-Sep,20-Oct,1-Nov,15-Jun,20-Jun,5-Jul,15-Jul,,,15-Jun,20-Jun,5-Jul,15-Jul,10-Sep,25-Sep,10-Nov,25-Nov
Kentucky,KY,236,24,4,Winter Wheat/Sorghum,Winter Wheat,Sorghum,,,27-Sep,6-Oct,12-Nov,21-Nov,10-Jun,15-Jun,4-Jul,10-Jul,,,10-Jun,15-Jun,4-Jul,10-Jul,1-Sep,9-Sep,24-Oct,10-Nov
Louisana,LA,236,24,4,Winter Wheat/Sorghum,Winter Wheat,Sorghum,,,16-Oct,27-Oct,1-Dec,7-Dec,14-May,21-May,7-Jun,14-Jun,,,14-May,21-May,7-Jun,14-Jun,7-Aug,16-Aug,10-Sep,24-Sep
Maine,ME,236,24,4,Winter Wheat/Sorghum,Winter Wheat,Sorghum,,,,,,,,,,,,,,,,,5-Sep,14-Sep,16-Oct,26-Oct
Maryland,MD,236,24,4,Winter Wheat/Sorghum,Winter Wheat,Sorghum,,,5-Oct,17-Oct,6-Nov,19-Nov,22-Jun,28-Jun,12-Jul,20-Jul,,,22-Jun,28-Jun,12-Jul,20-Jul,9-Sep,22-Sep,22-Oct,17-Nov
Massachusetts,MA,236,24,4,Winter Wheat/Sorghum,Winter Wheat,Sorghum,,,10-Sep,15-Sep,5-Oct,1-Nov,10-Jul,17-Jul,7-Aug,14-Aug,,,10-Jul,17-Jul,7-Aug,14-Aug,5-Sep,14-Sep,16-Oct,26-Oct
Michigan,MI,236,24,4,Winter Wheat/Sorghum,Winter Wheat,Sorghum,,,13-Sep,22-Sep,22-Oct,1-Nov,6-Jul,11-Jul,29-Jul,5-Aug,,,6-Jul,11-Jul,29-Jul,5-Aug,5-Sep,10-Oct,25-Nov,10-Dec
Minnesota,MN,236,24,4,Winter Wheat/Sorghum,Winter Wheat,Sorghum,,,25-Aug,1-Sep,20-Sep,25-Sep,20-Jul,1-Aug,25-Aug,10-Sep,,,20-Jul,1-Aug,25-Aug,10-Sep,27-Sep,8-Oct,8-Nov,23-Nov
Mississippi,MS,236,24,4,Winter Wheat/Sorghum,Winter Wheat,Sorghum,,,26-Sep,10-Oct,18-Nov,30-Nov,28-May,2-Jun,21-Jun,1-Jul,,,28-May,2-Jun,21-Jun,1-Jul,19-Aug,29-Aug,27-Sep,8-Oct
Missouri,MO,236,24,4,Winter Wheat/Sorghum,Winter Wheat,Sorghum,,,24-Sep,4-Oct,10-Nov,27-Nov,11-Jun,16-Jun,10-Jul,18-Jul,,,11-Jun,16-Jun,10-Jul,18-Jul,29-Aug,8-Sep,3-Nov,22-Dec
Montana,MT,236,24,4,Winter Wheat/Sorghum,Winter Wheat,Sorghum,,,6-Sep,12-Sep,7-Oct,16-Oct,22-Jul,26-Jul,12-Aug,17-Aug,,,22-Jul,26-Jul,12-Aug,17-Aug,6-Sep,16-Sep,7-Nov,22-Nov
Nebraska,NE,236,24,4,Winter Wheat/Sorghum,Winter Wheat,Sorghum,,,3-Sep,9-Sep,2-Oct,12-Oct,28-Jun,3-Jul,21-Jul,27-Jul,,,28-Jun,3-Jul,21-Jul,27-Jul,26-Sep,8-Oct,8-Nov,17-Nov
Nevada,NV,236,24,4,Winter Wheat/Sorghum,Winter Wheat,Sorghum,,,5-Sep,15-Sep,10-Oct,20-Oct,15-Jul,20-Jul,20-Aug,25-Aug,,,15-Jul,20-Jul,20-Aug,25-Aug,25-Sep,10-Oct,30-Oct,10-Dec
New Hampshire,NH,236,24,4,Winter Wheat/Sorghum,Winter Wheat,Sorghum,,,,,,,,,,,,,,,,,5-Sep,14-Sep,16-Oct,26-Oct
New Jersey,NJ,236,24,4,Winter Wheat/Sorghum,Winter Wheat,Sorghum,,,30-Sep,5-Oct,20-Oct,1-Nov,25-Jun,1-Jul,10-Jul,15-Jul,,,25-Jun,1-Jul,10-Jul,15-Jul,25-Sep,10-Oct,1-Nov,15-Nov
New Mexico,NM,236,24,4,Winter Wheat/Sorghum,Winter Wheat,Sorghum,,,25-Aug,10-Sep,24-Sep,15-Oct,15-Jun,20-Jun,10-Jul,15-Jul,,,15-Jun,20-Jun,10-Jul,15-Jul,15-Oct,20-Oct,15-Nov,15-Dec
New York,NY,236,24,4,Winter Wheat/Sorghum,Winter Wheat,Sorghum,,,10-Sep,15-Sep,5-Oct,1-Nov,10-Jul,17-Jul,7-Aug,14-Aug,,,10-Jul,17-Jul,7-Aug,14-Aug,7-Oct,14-Oct,14-Nov,25-Nov
North Carolina,NC,236,24,4,Winter Wheat/Sorghum,Winter Wheat,Sorghum,,,20-Sep,15-Oct,20-Nov,20-Dec,30-May,10-Jun,30-Jun,25-Jul,,,30-May,10-Jun,30-Jun,25-Jul,25-Aug,10-Sep,10-Oct,1-Nov
North Dakota,ND,236,24,4,Winter Wheat/Sorghum,Winter Wheat,Sorghum,,,6-Sep,10-Sep,25-Sep,2-Oct,15-Jul,20-Jul,29-Jul,10-Aug,,,15-Jul,20-Jul,29-Jul,10-Aug,28-Sep,8-Oct,19-Nov,6-Dec
Ohio,OH,236,24,4,Winter Wheat/Sorghum,Winter Wheat,Sorghum,,,26-Sep,2-Oct,25-Oct,6-Nov,28-Jun,2-Jul,17-Jul,20-Jul,,,28-Jun,2-Jul,17-Jul,20-Jul,27-Sep,11-Oct,20-Nov,1-Dec
Oklahoma,OK,236,24,4,Winter Wheat/Sorghum,Winter Wheat,Sorghum,,,3-Sep,15-Sep,22-Oct,6-Nov,1-Jun,6-Jun,27-Jun,3-Jul,,,1-Jun,6-Jun,27-Jun,3-Jul,9-Sep,26-Sep,21-Nov,2-Dec
Oregon,OR,236,24,4,Winter Wheat/Sorghum,Winter Wheat,Sorghum,,,15-Sep,10-Oct,10-Nov,1-Dec,10-Jul,17-Jul,15-Aug,23-Aug,,,10-Jul,17-Jul,15-Aug,23-Aug,10-Oct,20-Oct,20-Nov,5-Dec
Pennsylvannia,PA,236,24,4,Winter Wheat/Sorghum,Winter Wheat,Sorghum,,,30-Aug,15-Sep,15-Oct,30-Oct,5-Jul,10-Jul,30-Jul,10-Aug,,,5-Jul,10-Jul,30-Jul,10-Aug,25-Sep,15-Oct,20-Nov,10-Dec
Rhode Island,RI,236,24,4,Winter Wheat/Sorghum,Winter Wheat,Sorghum,,,,,,,,,,,,,,,,,5-Sep,14-Sep,16-Oct,26-Oct
South Carolina,SC,236,24,4,Winter Wheat/Sorghum,Winter Wheat,Sorghum,,,25-Sep,11-Nov,15-Dec,31-Dec,26-May,6-Jun,25-Jun,1-Jul,,,26-May,6-Jun,25-Jun,1-Jul,25-Jul,20-Aug,25-Sep,10-Oct
South Dakota,SD,236,24,4,Winter Wheat/Sorghum,Winter Wheat,Sorghum,,,1-Sep,9-Sep,5-Oct,16-Oct,8-Jul,14-Jul,5-Aug,13-Aug,,,8-Jul,14-Jul,5-Aug,13-Aug,21-Sep,1-Oct,6-Nov,17-Nov
Tennessee,TN,236,24,4,Winter Wheat/Sorghum,Winter Wheat,Sorghum,,,25-Sep,10-Oct,20-Nov,30-Nov,5-Jun,10-Jun,30-Jun,5-Jul,,,5-Jun,10-Jun,30-Jun,5-Jul,25-Aug,1-Aug,10-Oct,30-Oct
Texas,TX,236,24,4,Winter Wheat/Sorghum,Winter Wheat,Sorghum,,,4-Sep,12-Sep,3-Nov,23-Nov,25-May,1-Jun,2-Jul,12-Jul,,,25-May,1-Jun,2-Jul,12-Jul,25-Jun,8-Jul,16-Nov,6-Dec
Utah,UT,236,24,4,Winter Wheat/Sorghum,Winter Wheat,Sorghum,,,20-Aug,25-Aug,5-Oct,10-Nov,10-Jul,25-Jul,10-Aug,25-Aug,,,10-Jul,25-Jul,10-Aug,25-Aug,25-Sep,10-Oct,30-Oct,10-Dec
Vermont,VT,236,24,4,Winter Wheat/Sorghum,Winter Wheat,Sorghum,,,,,,,,,,,,,,,,,5-Sep,14-Sep,16-Oct,26-Oct
Virginia,VA,236,24,4,Winter Wheat/Sorghum,Winter Wheat,Sorghum,,,25-Sep,10-Oct,21-Nov,1-Dec,9-Jun,16-Jun,5-Jul,12-Jul,,,9-Jun,16-Jun,5-Jul,12-Jul,31-Aug,6-Sep,28-Oct,9-Nov
Washington,WA,236,24,4,Winter Wheat/Sorghum,Winter Wheat,Sorghum,,,30-Aug,1-Sep,10-Oct,20-Oct,15-Jul,25-Jul,20-Aug,30-Aug,,,15-Jul,25-Jul,20-Aug,30-Aug,25-Sep,5-Oct,15-Nov,25-Nov
West Virginia,WV,236,24,4,Winter Wheat/Sorghum,Winter Wheat,Sorghum,,,5-Sep,15-Sep,5-Nov,10-Nov,10-Jun,25-Jun,25-Jul,5-Aug,,,10-Jun,25-Jun,25-Jul,5-Aug,15-Sep,30-Sep,20-Nov,1-Dec
Wisconsin,WI,236,24,4,Winter Wheat/Sorghum,Winter Wheat,Sorghum,,,30-Sep,5-Oct,10-Oct,15-Oct,17-Jul,21-Jul,11-Aug,19-Aug,,,17-Jul,21-Jul,11-Aug,19-Aug,2-Oct,14-Oct,17-Nov,28-Nov
Wyoming,WY,236,24,4,Winter Wheat/Sorghum,Winter Wheat,Sorghum,,,25-Aug,4-Sep,20-Sep,28-Sep,13-Jul,22-Jul,15-Aug,22-Aug,,,13-Jul,22-Jul,15-Aug,22-Aug,5-Oct,18-Oct,24-Nov,10-Dec
Alabama,AL,237,21,1,Barley/Corn,Barley,Corn,,,2-Oct,21-Oct,21-Nov,12-Dec,1-May,25-May,25-Jun,1-Jul,,,1-May,25-May,25-Jun,1-Jul,2-Aug,11-Aug,20-Sep,15-Oct
Arizona,AZ,237,21,1,Barley/Corn,Barley,Corn,,,10-Nov,1-Dec,30-Dec,10-Feb,10-May,30-May,20-Jun,10-Jul,,,10-May,30-May,20-Jun,10-Jul,1-Sep,1-Oct,1-Nov,1-Dec
Arkansas,AR,237,21,1,Barley/Corn,Barley,Corn,,,3-Oct,13-Oct,20-Nov,1-Dec,1-Jun,6-Jun,25-Jun,2-Jul,,,1-Jun,6-Jun,25-Jun,2-Jul,16-Aug,23-Aug,23-Sep,6-Oct
California,CA,237,21,1,Barley/Corn,Barley,Corn,,,15-Sep,1-Oct,15-Apr,30-Apr,15-May,4-Jun,20-Jun,15-Aug,,,15-May,4-Jun,20-Jun,15-Aug,1-Sep,1-Oct,1-Nov,15-Nov
Colorado,CO,237,21,1,Barley/Corn,Barley,Corn,,,14-Mar,26-Mar,5-May,16-May,20-Jul,29-Jul,6-Sep,14-Sep,,,20-Jul,29-Jul,6-Sep,14-Sep,28-Sep,8-Oct,13-Nov,22-Nov
Connecticut,CT,237,21,1,Barley/Corn,Barley,Corn,,,1-Apr,7-Apr,29-Apr,29-May,1-Aug,7-Aug,27-Aug,12-Sep,,,1-Aug,7-Aug,27-Aug,12-Sep,5-Sep,14-Sep,16-Oct,26-Oct
Delaware,DE,237,21,1,Barley/Corn,Barley,Corn,,,27-Sep,9-Oct,27-Oct,10-Nov,5-Jun,12-Jun,28-Jun,3-Jul,,,5-Jun,12-Jun,28-Jun,3-Jul,10-Sep,20-Sep,15-Oct,5-Nov
Florida,FL,237,21,1,Barley/Corn,Barley,Corn,,,15-Oct,15-Nov,15-Dec,30-Dec,1-May,15-May,31-May,15-Jun,,,1-May,15-May,31-May,15-Jun,15-Jul,1-Aug,10-Sep,1-Oct
Georgia,GA,237,21,1,Barley/Corn,Barley,Corn,,,12-Oct,3-Nov,15-Dec,22-Dec,24-May,30-May,18-Jun,27-Jun,,,24-May,30-May,18-Jun,27-Jun,6-Aug,16-Aug,22-Sep,7-Oct
Idaho,ID,237,21,1,Barley/Corn,Barley,Corn,,,24-Mar,7-Apr,5-May,26-May,28-Jul,11-Aug,8-Sep,29-Sep,,,28-Jul,11-Aug,8-Sep,29-Sep,29-Sep,20-Oct,10-Nov,24-Nov
Illinois,IL,237,21,1,Barley/Corn,Barley,Corn,,,28-Sep,5-Oct,29-Oct,9-Nov,15-Jun,19-Jun,11-Jul,19-Jul,,,15-Jun,19-Jun,11-Jul,19-Jul,14-Sep,23-Sep,5-Nov,20-Nov
Indiana,IN,237,21,1,Barley/Corn,Barley,Corn,,,25-Sep,1-Oct,1-Nov,5-Nov,15-Jun,25-Jun,15-Jul,25-Jul,,,15-Jun,25-Jun,15-Jul,25-Jul,15-Sep,1-Oct,10-Nov,25-Nov
Iowa,IA,237,21,1,Barley/Corn,Barley,Corn,,,6-Sep,26-Sep,15-Oct,30-Oct,24-Jun,6-Jul,22-Jul,7-Aug,,,24-Jun,6-Jul,22-Jul,7-Aug,21-Sep,5-Oct,9-Nov,21-Nov
Kansas,KS,237,21,1,Barley/Corn,Barley,Corn,,,15-Sep,1-Oct,15-Oct,1-Nov,20-Jun,15-Jun,28-Jun,5-Jul,,,20-Jun,15-Jun,28-Jun,5-Jul,1-Sep,10-Sep,25-Oct,10-Nov
Kentucky,KY,237,21,1,Barley/Corn,Barley,Corn,,,27-Sep,6-Oct,12-Nov,21-Nov,10-Jun,15-Jun,4-Jul,10-Jul,,,10-Jun,15-Jun,4-Jul,10-Jul,1-Sep,9-Sep,24-Oct,10-Nov
Louisana,LA,237,21,1,Barley/Corn,Barley,Corn,,,16-Oct,27-Oct,1-Dec,7-Dec,14-May,21-May,7-Jun,14-Jun,,,14-May,21-May,7-Jun,14-Jun,31-Jul,9-Aug,5-Sep,12-Sep
Maine,ME,237,21,1,Barley/Corn,Barley,Corn,,,4-May,9-May,30-May,6-Jun,9-Aug,18-Aug,18-Sep,30-Sep,,,9-Aug,18-Aug,18-Sep,30-Sep,5-Sep,14-Sep,16-Oct,26-Oct
